9.208020773225620292e-01,9.855741488747835621e-01,9.824004616272360435e-01,9.774956722446623836e-01,8.827178303519908065e-01,9.523946912867858883e-01,9.741777264858626495e-01,9.896133871898441514e-01
8.381638727870907579e-02,1.110948477751756425e-01,1.035242290748898675e-01,1.050767414403778049e-01,3.856839352835430418e-02,9.375946682823387002e-02,1.026210573078631672e-01,1.188046647230320690e-01
7.142857142857143016e-01,9.718309859154929953e-01,9.300791556728231768e-01,9.380764163372858899e-01,2.994923857868020400e-01,8.242343541944074925e-01,9.415760869565217295e-01,9.842995169082126017e-01
5.418081837295810749e-02,1.268086490001625773e-02,1.117589893100097258e-02,1.765754090393649792e-02,4.248046875000000000e-02,3.203365151270021194e-02,2.194964493221433083e-02,9.665792922673657403e-03
1.500280426247896648e-01,1.993957703927492220e-01,1.863107822410147996e-01,1.889847378898474040e-01,6.833647024757492916e-02,1.683666530667754513e-01,1.850714381092268546e-01,2.120187304890739088e-01
